Sensors,Lat,Long
RWS01_MONICA_00D00100BC3928200005,52.35062,4.96556
RWS01_MONICA_00D00100BC3928200009,52.35062,4.96556
RWS01_MONICA_00D00100CC0CD0050005,52.34884,4.96988
RWS01_MONICA_00D00100CC0CD0050009,52.34884,4.96988
RWS01_MONICA_00D00100CC0CD005000D,52.34884,4.96988
RWS01_MONICA_00D00100CC0CD0050011,52.34884,4.96988
RWS01_MONICA_00D00100CC0CD0050015,52.34884,4.96988
RWS01_MONICA_00D00100D05CD0070007,52.34777,4.97194
RWS01_MONICA_00D00100D05CD007000B,52.34777,4.97194
RWS01_MONICA_00D00100D05CD007000F,52.34777,4.97194
RWS01_MONICA_00D00100D05CD0070013,52.34777,4.97194
RWS01_MONICA_00D00100D05CD0070017,52.34777,4.97194
RWS01_MONICA_00D00100E42300200007,52.34542,4.97708
RWS01_MONICA_00D00100E423D0050005,52.34568,4.97744
RWS01_MONICA_00D00100E423D0050009,52.34568,4.97744
RWS01_MONICA_00D00100E423D005000D,52.34568,4.97744
RWS01_MONICA_00D00100E423D0050011,52.34568,4.97744
RWS01_MONICA_00D00100E423D0050015,52.34568,4.97744
RWS01_MONICA_00D00100E84418200005,52.34494,4.97901
RWS01_MONICA_00D00100F41AD0050005,52.3432,4.98151
RWS01_MONICA_00D00100F41AD0050009,52.3432,4.98151
RWS01_MONICA_00D00100F41AD005000D,52.3432,4.98151
RWS01_MONICA_00D00100F41AD0050011,52.3432,4.98151
RWS01_MONICA_00D00100F41AD0070007,52.34303,4.98134
RWS01_MONICA_00D00100F41AD007000B,52.34303,4.98134
RWS01_MONICA_00D00100F41AD007000F,52.34303,4.98134
RWS01_MONICA_00D00100F41AD0070013,52.34303,4.98134
RWS01_MONICA_00D001010049D0070007,52.34056,4.98441
RWS01_MONICA_00D001010049D007000B,52.34056,4.98441
RWS01_MONICA_00D001010049D007000F,52.34056,4.98441
RWS01_MONICA_00D001010049D0070013,52.34056,4.98441
RWS01_MONICA_00D00101085518200005,52.3393,4.98677
RWS01_MONICA_00D001010855D0050005,52.33925,4.98656
RWS01_MONICA_00D001010855D0050009,52.33925,4.98656
RWS01_MONICA_00D001010855D005000D,52.33925,4.98656
RWS01_MONICA_00D001010855D0050011,52.33925,4.98656
RWS01_MONICA_00D001011805D0070007,52.33713,4.98983
RWS01_MONICA_00D001011805D007000B,52.33713,4.98983
RWS01_MONICA_00D001011805D007000F,52.33713,4.98983
RWS01_MONICA_00D001011805D0070013,52.33713,4.98983
RWS01_MONICA_00D001011C6208200007,52.33593,4.99191
RWS01_MONICA_00D001011C620820000B,52.33593,4.99191
RWS01_MONICA_00D001011C6280200005,52.3362,4.99225
RWS01_MONICA_00D00101200468200005,52.33628,4.9924
RWS01_MONICA_00D00101200810200005,52.33635,4.99255
RWS01_MONICA_00D00101200878200007,52.33601,4.99216
RWS01_MONICA_00D00204D40028200005,52.32887,4.91899
RWS01_MONICA_00D00204D40028200009,52.32887,4.91899
RWS01_MONICA_00D005022429D0070007,52.39334,4.78369
RWS01_MONICA_00D005022429D007000B,52.39334,4.78369
RWS01_MONICA_00D005022C6210200005,52.39304,4.77836
RWS01_MONICA_00D005023033D0050005,52.39346,4.78829
RWS01_MONICA_00D005023033D0050009,52.39346,4.78829
RWS01_MONICA_00D005023047D0070007,52.39332,4.7886
RWS01_MONICA_00D005023047D007000B,52.39332,4.7886
RWS01_MONICA_00D005023047D0070307,52.39332,4.7886
RWS01_MONICA_00D005023C4AD0050005,52.39346,4.79304
RWS01_MONICA_00D005023C4AD0050009,52.39346,4.79304
RWS01_MONICA_00D005023C4AD0050305,52.39346,4.79304
RWS01_MONICA_00D005023C5ED0070007,52.39334,4.79333
RWS01_MONICA_00D005023C5ED007000B,52.39334,4.79333
RWS01_MONICA_00D005023C5ED0070307,52.39334,4.79333
RWS01_MONICA_00D005024C2FD0050005,52.39346,4.79851
RWS01_MONICA_00D005024C2FD0050009,52.39346,4.79851
RWS01_MONICA_00D005024C43D0070007,52.39336,4.7988
RWS01_MONICA_00D005024C43D007000B,52.39336,4.7988
RWS01_MONICA_00D005026028D0050005,52.39313,4.80574
RWS01_MONICA_00D005026028D0050009,52.39313,4.80574
RWS01_MONICA_00D005026041D0070007,52.39301,4.80602
RWS01_MONICA_00D005026041D007000B,52.39301,4.80602
RWS01_MONICA_00D005027400D0050005,52.39221,4.81235
RWS01_MONICA_00D005027400D0050009,52.39221,4.81235
RWS01_MONICA_00D00502741ED0070007,52.39208,4.81259
RWS01_MONICA_00D00502741ED007000B,52.39208,4.81259
RWS01_MONICA_00D005028819D0050005,52.39193,4.82006
RWS01_MONICA_00D005028819D0050009,52.39193,4.82006
RWS01_MONICA_00D005028832D0070007,52.39184,4.82011
RWS01_MONICA_00D005028832D007000B,52.39184,4.82011
RWS01_MONICA_00D005029C35D0050005,52.39194,4.82785
RWS01_MONICA_00D005029C35D0050009,52.39194,4.82785
RWS01_MONICA_00D005029C4ED0070007,52.39185,4.82777
RWS01_MONICA_00D005029C4ED007000B,52.39185,4.82777
RWS01_MONICA_00D00502B40ED0050005,52.39229,4.83604
RWS01_MONICA_00D00502B40ED0050009,52.39229,4.83604
RWS01_MONICA_00D00502B427D0070007,52.39214,4.83584
RWS01_MONICA_00D00502B427D007000B,52.39214,4.83584
RWS01_MONICA_00D00502C835D0050005,52.39524,4.84229
RWS01_MONICA_00D00502C835D0050009,52.39524,4.84229
RWS01_MONICA_00D00502C849D0070007,52.39497,4.84195
RWS01_MONICA_00D00502C849D007000B,52.39497,4.84195
RWS01_MONICA_00D00A01B400D0070007,52.35635,4.96592
RWS01_MONICA_00D00A01B400D007000B,52.35635,4.96592
RWS01_MONICA_00D00A01B400D007000F,52.35635,4.96592
RWS01_MONICA_00D00A01B400D0070307,52.35635,4.96592
RWS01_MONICA_00D00A01C046D0050005,52.35334,4.96443
RWS01_MONICA_00D00A01C046D0050009,52.35334,4.96443
RWS01_MONICA_00D00A01C046D005000D,52.35334,4.96443
RWS01_MONICA_00D00A01C40098200007,52.35298,4.96392
RWS01_MONICA_00D00A01C4009820000B,52.35298,4.96392
RWS01_MONICA_00D00A01C400D0070007,52.35297,4.96395
RWS01_MONICA_00D00A01C400D007000B,52.35297,4.96395
RWS01_MONICA_00D00A01C400D007000F,52.35297,4.96395
RWS01_MONICA_00D00A01C43C78200007,52.35283,4.96288
RWS01_MONICA_00D00A01DC2D98200007,52.34936,4.96485
RWS01_MONICA_00D00A01DC2D9820000B,52.34936,4.96485
RWS01_MONICA_00D00A01E055D0050005,52.34668,4.95865
RWS01_MONICA_00D00A01E055D0050009,52.34668,4.95865
RWS01_MONICA_00D00A01E055D005000D,52.34668,4.95865
RWS01_MONICA_00D00A01FC3C18200005,52.34137,4.95393
RWS01_MONICA_00D00A02045A08200007,52.34017,4.95125
RWS01_MONICA_00D00A02045AD0050005,52.33986,4.95144
RWS01_MONICA_00D00A02045AD0050009,52.33986,4.95144
RWS01_MONICA_00D00A02045AD005000D,52.33986,4.95144
RWS01_MONICA_00D00A02045AD0050011,52.33986,4.95144
RWS01_MONICA_00D00A02045AD0070007,52.33999,4.95128
RWS01_MONICA_00D00A02045AD007000B,52.33999,4.95128
RWS01_MONICA_00D00A02045AD007000F,52.33999,4.95128
RWS01_MONICA_00D00A02045AD0070307,52.33999,4.95128
RWS01_MONICA_00D00A020C3710200005,52.33885,4.94956
RWS01_MONICA_00D00A021C0FD0050005,52.33754,4.94431
RWS01_MONICA_00D00A021C0FD0050009,52.33754,4.94431
RWS01_MONICA_00D00A021C0FD005000D,52.33754,4.94431
RWS01_MONICA_00D00A021C0FD0050011,52.33754,4.94431
RWS01_MONICA_00D00A021C0FD0050305,52.33754,4.94431
RWS01_MONICA_00D00A02245018200005,52.3366,4.94119
RWS01_MONICA_00D00A02281900200007,52.33673,4.9403
RWS01_MONICA_00D00A022850D0070007,52.3364,4.93974
RWS01_MONICA_00D00A022850D007000B,52.3364,4.93974
RWS01_MONICA_00D00A022850D007000F,52.3364,4.93974
RWS01_MONICA_00D00A022850D0070013,52.3364,4.93974
RWS01_MONICA_00D00A02301408200007,52.33574,4.93786
RWS01_MONICA_00D00A02301410200005,52.33544,4.9382
RWS01_MONICA_00D00A02301410200009,52.33544,4.9382
RWS01_MONICA_00D00A023014D0050005,52.33554,4.9381
RWS01_MONICA_00D00A023014D0050009,52.33554,4.9381
RWS01_MONICA_00D00A023014D005000D,52.33554,4.9381
RWS01_MONICA_00D00A023014D0050011,52.33554,4.9381
RWS01_MONICA_00D00A02483218200005,52.33268,4.93026
RWS01_MONICA_00D00A02484100200007,52.33289,4.92962
RWS01_MONICA_00D00A024C4B10200005,52.33178,4.92873
RWS01_MONICA_00D00A024C4BD0050005,52.33219,4.92853
RWS01_MONICA_00D00A024C4BD0050009,52.33219,4.92853
RWS01_MONICA_00D00A024C4BD005000D,52.33219,4.92853
RWS01_MONICA_00D00A024C4BD0050011,52.33219,4.92853
RWS01_MONICA_00D00A024C5508200007,52.33259,4.92789
RWS01_MONICA_00D00A024C55D0070007,52.33227,4.92828
RWS01_MONICA_00D00A024C55D007000B,52.33227,4.92828
RWS01_MONICA_00D00A024C55D007000F,52.33227,4.92828
RWS01_MONICA_00D00A024C55D0070013,52.33227,4.92828
RWS01_MONICA_00D00A026416D0070007,52.32991,4.92138
RWS01_MONICA_00D00A026416D007000B,52.32991,4.92138
RWS01_MONICA_00D00A026416D007000F,52.32991,4.92138
RWS01_MONICA_00D00A026416D0070013,52.32991,4.92138
RWS01_MONICA_00D00A026416D0070307,52.32991,4.92138
RWS01_MONICA_00D00A026416D007030B,52.32991,4.92138
RWS01_MONICA_00D00A026C46D0050005,52.32882,4.91824
RWS01_MONICA_00D00A026C46D0050009,52.32882,4.91824
RWS01_MONICA_00D00A026C46D005000D,52.32882,4.91824
RWS01_MONICA_00D00A026C5D88200007,52.32908,4.91767
RWS01_MONICA_00D00A026C5D98200007,52.32901,4.91768
RWS01_MONICA_00D00A026C5D9820000B,52.32901,4.91768
RWS01_MONICA_00D00A02742C88200007,52.3292,4.91556
RWS01_MONICA_00D00A037400D0050005,52.34691,4.84088
RWS01_MONICA_00D00A037400D0050009,52.34691,4.84088
RWS01_MONICA_00D00A037400D0050085,52.34691,4.84088
RWS01_MONICA_00D00A037400D0050089,52.34691,4.84088
RWS01_MONICA_10D00A003C0AD0070007,52.42098,4.90665
RWS01_MONICA_10D00A003C0AD007000B,52.42098,4.90665
RWS01_MONICA_10D00A003C0AD007000F,52.42098,4.90665
RWS01_MONICA_10D00A015C3CD0050005,52.37478,4.97422
RWS01_MONICA_10D00A015C3CD0050009,52.37478,4.97422
RWS01_MONICA_10D00A015C3CD005000D,52.37478,4.97422
RWS01_MONICA_10D00A017001D0050005,52.37082,4.97358
RWS01_MONICA_10D00A04741918200005,52.40321,4.85107
RWS01_MONICA_10D00A04741918200185,52.40321,4.85107
RWS01_MONICA_10D00A04741918200305,52.40321,4.85107
RWS01_MONICA_10D00A04783708200007,52.40363,4.85335
RWS01_MONICA_10D00A04783708200187,52.40363,4.85335
RWS01_MONICA_10D00A04783708200307,52.40363,4.85335
